marca;motor;preco;massa[g];link;diametro;passo;pa;Throttle100Pot[W];Throttle100tracao0[g];T100tracao9;T100tracao18;T100tracao27;T100tracao36;T100tracao45;T100tracao54;T100tracao63;T100tracao72;T100tracao81;T100tracao90;T100tracao99;T100tracao108;T100tracao117;T100tracao126;T100tracao135;Throttle100Ef[%];Pot≈600Throttle[%];Pot≈600Pot[W];Pot≈600Ef[%];Pot≈600Tracao[g]
T-Motor;T-Motor V505-260;;965;;20;12.0;2;1084.5;5811;5776;5670;5494;5245;4928;4550;4088;3561;2963;2295;1556;748;-;-;-;82.1;78.51869158878505;600;83.67777036048065;3975.5340453938584
T-Motor;T-Motor U7-280 V2;;965;;20;11.0;2;1084.5;5646;5609;5499;5316;5056;4725;4330;3849;3299;2675;1979;1208;365;-;-;-;80.6;77.2316384180791;600;82.97683615819209;3833.677966101695
